Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","ha","3046","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","t","2956.44","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","01709.90","Other pulses n.e.c.","2024","2024","ha","5347","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","01709.90","Other pulses n.e.c.","2024","2024","t","3911.08","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2024","2024","ha","585","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","01319","Other tropical fruits, n.e.c.","2024","2024","t","3240.28","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2024","2024","ha","17348","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2024","2024","t","97464.31","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","01318","Pineapples","2024","2024","ha","1712","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","01318","Pineapples","2024","2024","t","9327.96","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","01313","Plantains and cooking bananas","2024","2024","ha","22840","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","01313","Plantains and cooking bananas","2024","2024","t","50561.18","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","02951.01","Raw hides and skins of cattle","2024","2024","t","154.99","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","02954","Raw hides and skins of goats or kids","2024","2024","t","219.98","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","02953","Raw hides and skins of sheep or lambs","2024","2024","t","246.63","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","02211","Raw milk of cattle","2024","2024","t","8368.1","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","0113","Rice","2024","2024","ha","290000","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","0113","Rice","2024","2024","t","322400","A","Official value",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","21514","Sheep fat, unrendered","2024","2024","t","17.62","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","0141","Soya beans","2024","2024","ha","7959","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","0141","Soya beans","2024","2024","t","3425.73","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","01802","Sugar cane","2024","2024","ha","27491","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","01802","Sugar cane","2024","2024","t","279690.32","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","01530","Sweet potatoes","2024","2024","ha","2193","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","01530","Sweet potatoes","2024","2024","t","24679.23","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","01550","Taro","2024","2024","ha","3150","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","01550","Taro","2024","2024","t","29018.73","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","01234","Tomatoes","2024","2024","ha","270","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","01234","Tomatoes","2024","2024","t","3569.88","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","01540","Yams","2024","2024","ha","2401","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","01540","Yams","2024","2024","t","20884.8","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2024","2024","ha","56","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2024","2024","t","77.03","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01341","Apples","2024","2024","ha","4681","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01341","Apples","2024","2024","t","7209.19","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01343","Apricots","2024","2024","ha","185","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01343","Apricots","2024","2024","t","1506.26","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01311","Avocados","2024","2024","ha","3424","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01311","Avocados","2024","2024","t","27904.42","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01312","Bananas","2024","2024","ha","72365","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01312","Bananas","2024","2024","t","399939.78","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01701","Beans, dry","2024","2024","ha","69767","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01701","Beans, dry","2024","2024","t","84149.91","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","02960.01","Beeswax","2024","2024","t","422.77","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01212","Cabbages","2024","2024","ha","888","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01212","Cabbages","2024","2024","t","18608.36","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01251","Carrots and turnips","2024","2024","ha","2759","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01251","Carrots and turnips","2024","2024","t","9661.86","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01372","Cashew nuts, in shell","2024","2024","ha","15866","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01372","Cashew nuts, in shell","2024","2024","t","7503.86","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01359.02","Cashewapple","2024","2024","ha","27003","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01359.02","Cashewapple","2024","2024","t","77100.6","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01520.01","Cassava, fresh","2024","2024","ha","322141","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01520.01","Cassava, fresh","2024","2024","t","2573530.6","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01447","Castor oil seeds","2024","2024","ha","7891","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01447","Castor oil seeds","2024","2024","t","2820.58","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21512","Cattle fat, unrendered","2024","2024","t","749.36","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01213","Cauliflowers and broccoli","2024","2024","ha","32","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01213","Cauliflowers and broccoli","2024","2024","t","274.07","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","ha","1760","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","t","1851.71","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","ha","87","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","t","579.96","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01655","Cinnamon and cinnamon-tree flowers, raw","2024","2024","ha","1850","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01655","Cinnamon and cinnamon-tree flowers, raw","2024","2024","t","3247.77","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01656","Cloves (whole stems), raw","2024","2024","ha","74650","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01656","Cloves (whole stems), raw","2024","2024","t","25114.45","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01640","Cocoa beans","2024","2024","ha","23481","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01640","Cocoa beans","2024","2024","t","21000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01460","Coconuts, in shell","2024","2024","ha","50224","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01460","Coconuts, in shell","2024","2024","t","67350.42","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01610","Coffee, green","2024","2024","ha","87583","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01610","Coffee, green","2024","2024","t","49561.4","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01706","Cow peas, dry","2024","2024","ha","33935","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01706","Cow peas, dry","2024","2024","t","31901.41","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01232","Cucumbers and gherkins","2024","2024","ha","152","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01232","Cucumbers and gherkins","2024","2024","t","624.75","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","t","4995.71","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2024","2024","t","771.97","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2024","2024","t","890.65","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2024","2024","t","285.14","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21159.01","Edible offals of horses and other equines, fresh, chilled or frozen","2024","2024","t","0.36","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01233","Eggplants (aubergines)","2024","2024","ha","440","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01233","Eggplants (aubergines)","2024","2024","t","1827.75","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","0232","Eggs from other birds in shell, fresh, n.e.c.","2024","2024","t","4800","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5513","Production","0232","Eggs from other birds in shell, fresh, n.e.c.","2024","2024","1000 No","92300","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21511.01","Fat of pigs","2024","2024","t","445.33","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2024","2024","t","7698.07","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01657","Ginger, raw","2024","2024","ha","153","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01657","Ginger, raw","2024","2024","t","505.86","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21515","Goat fat, unrendered","2024","2024","t","131.4","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01330","Grapes","2024","2024","ha","2530","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01330","Grapes","2024","2024","t","13866.95","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01252","Green garlic","2024","2024","ha","389","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01252","Green garlic","2024","2024","t","2543.52","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0142","Groundnuts, excluding shelled","2024","2024","ha","70192","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","0142","Groundnuts, excluding shelled","2024","2024","t","58609.57","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","0231","Hen eggs in shell, fresh","2024","2024","t","17641.91","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5513","Production","0231","Hen eggs in shell, fresh","2024","2024","1000 No","420045","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21118.01","Horse meat, fresh or chilled","2024","2024","t","5.29","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01922.02","Kenaf, and other textile bast fibres, raw or retted","2024","2024","ha","412","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01922.02","Kenaf, and other textile bast fibres, raw or retted","2024","2024","t","159.6","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01322","Lemons and limes","2024","2024","ha","1337","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01322","Lemons and limes","2024","2024","t","4407.83","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01704","Lentils, dry","2024","2024","ha","1277","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01704","Lentils, dry","2024","2024","t","876.3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01214","Lettuce and chicory","2024","2024","ha","174","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01214","Lettuce and chicory","2024","2024","t","101.5","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0112","Maize (corn)","2024","2024","ha","144592","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","0112","Maize (corn)","2024","2024","t","265000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2024","2024","ha","50543","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01316","Mangoes, guavas and mangosteens","2024","2024","t","308343.23","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","t","24978.54","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21121","Meat of chickens, fresh or chilled","2024","2024","t","55453.15","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21122","Meat of ducks, fresh or chilled","2024","2024","t","12756.78","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21123","Meat of geese, fresh or chilled","2024","2024","t","12730.35","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21116","Meat of goat, fresh or chilled","2024","2024","t","3777.74","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","t","31577.6","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21114","Meat of rabbits and hares, fresh or chilled","2024","2024","t","798.49","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21115","Meat of sheep, fresh or chilled","2024","2024","t","1425.72","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21124","Meat of turkeys, fresh or chilled","2024","2024","t","10407.88","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01270","Mushrooms and truffles","2024","2024","t","3005.63","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","02910","Natural honey","2024","2024","t","3995.28","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01653","Nutmeg, mace, cardamoms, raw","2024","2024","ha","15","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01653","Nutmeg, mace, cardamoms, raw","2024","2024","t","16.81","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01491.01","Oil palm fruit","2024","2024","ha","1812","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01491.01","Oil palm fruit","2024","2024","t","20990.91","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","ha","1983","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","t","10900.79","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01253.01","Onions and shallots, green","2024","2024","ha","185","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01253.01","Onions and shallots, green","2024","2024","t","397.15","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01323","Oranges","2024","2024","ha","13603","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01323","Oranges","2024","2024","t","83827.2","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01241.90","Other beans, green","2024","2024","ha","458","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01241.90","Other beans, green","2024","2024","t","1066.56","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01929.90","Other fibre crops, raw, n.e.c.","2024","2024","ha","11346","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2024","2024","t","6533.73","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01359.90","Other fruits, n.e.c.","2024","2024","ha","1823","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01359.90","Other fruits, n.e.c.","2024","2024","t","12532.23","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","ha","1029","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","t","4630.92","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2024","2024","ha","515","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01449.90","Other oil seeds, n.e.c.","2024","2024","t","379.44","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01709.90","Other pulses n.e.c.","2024","2024","ha","11932","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01709.90","Other pulses n.e.c.","2024","2024","t","13954.79","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2024","2024","ha","234","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2024","2024","t","430.75","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2024","2024","ha","60244","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01319","Other tropical fruits, n.e.c.","2024","2024","t","252588","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2024","2024","ha","34505","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2024","2024","t","374746.15","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01345","Peaches and nectarines","2024","2024","ha","3659","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01345","Peaches and nectarines","2024","2024","t","11343.22","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01342.01","Pears","2024","2024","ha","1014","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01342.01","Pears","2024","2024","t","1443.98","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01705","Peas, dry","2024","2024","ha","16591","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01705","Peas, dry","2024","2024","t","20399.12","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01242","Peas, green","2024","2024","ha","1362","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01242","Peas, green","2024","2024","t","1439.21","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01651","Pepper (Piper spp.), raw","2024","2024","ha","8429","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01651","Pepper (Piper spp.), raw","2024","2024","t","4836.14","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01318","Pineapples","2024","2024","ha","15899","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01318","Pineapples","2024","2024","t","88423.89","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01375","Pistachios, in shell","2024","2024","ha","13236","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01375","Pistachios, in shell","2024","2024","t","5034.29","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01346","Plums and sloes","2024","2024","ha","484","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01346","Plums and sloes","2024","2024","t","2366.57","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01321","Pomelos and grapefruits","2024","2024","ha","1611","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01321","Pomelos and grapefruits","2024","2024","t","12630.06","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01510","Potatoes","2024","2024","ha","41109","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01510","Potatoes","2024","2024","t","248207.68","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","02951.01","Raw hides and skins of cattle","2024","2024","t","3546.95","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","02954","Raw hides and skins of goats or kids","2024","2024","t","517.39","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","02953","Raw hides and skins of sheep or lambs","2024","2024","t","237.62","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","02211","Raw milk of cattle","2024","2024","t","415932.56","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0113","Rice","2024","2024","ha","2040884","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","0113","Rice","2024","2024","t","4970000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01921.01","Seed cotton, unginned","2024","2024","ha","13122","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01921.01","Seed cotton, unginned","2024","2024","t","13850.66","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","21514","Sheep fat, unrendered","2024","2024","t","47.52","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","02944","Silk-worm cocoons suitable for reeling","2024","2024","t","57","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01929.05","Sisal, raw","2024","2024","ha","13899","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01929.05","Sisal, raw","2024","2024","t","17592.36","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0114","Sorghum","2024","2024","ha","2447","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","0114","Sorghum","2024","2024","t","1387.16","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0141","Soya beans","2024","2024","ha","79","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","0141","Soya beans","2024","2024","t","47.91","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01802","Sugar cane","2024","2024","ha","100974","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01802","Sugar cane","2024","2024","t","3162265.26","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01530","Sweet potatoes","2024","2024","ha","150429","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01530","Sweet potatoes","2024","2024","t","1298146.95","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01550","Taro","2024","2024","ha","39102","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01550","Taro","2024","2024","t","234693.42","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01620","Tea leaves","2024","2024","ha","1052","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01620","Tea leaves","2024","2024","t","397.07","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01234","Tomatoes","2024","2024","ha","4926","E","Estimated value",""
